PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT
26041818,NA,"Hispanic or Latin American, Other",NR,U.S.
26041818,Chesi A,European,NR,U.S.
26041818,Chesi A,African American or Afro-Caribbean,NR,U.S.
26041818,Chesi A,European,NR,U.S.
26041818,Chesi A,"Hispanic or Latin American, Other",NR,U.S.
26041818,Chesi A,European,NR,NA
26031901,Dahlin A,European,NR,NR
26031901,Dahlin A,European,NR,NR
26031901,Dahlin A,NR,NR,NR
26031901,Dahlin A,NR,NA,NR
26220383,NA,East Asian,NR,Republic of Korea
26220383,Jang HW,East Asian,NR,Republic of Korea
26030696,Cho MH,African American or Afro-Caribbean,NR,U.S.
26030696,Cho MH,European,NR,NR
26030142,Van Driest SL,European,NR,U.S.
26030142,Van Driest SL,European,NR,U.S.
26030142,Van Driest SL,European,NR,U.S.
26030142,Van Driest SL,European,NR,U.S.
26028593,Li M,East Asian,NR,NA
26028593,Li M,East Asian,NR,China
26034056,Hoffmann TJ,European,NR,U.S.
26034056,Hoffmann TJ,European,NR,NR
26034056,Hoffmann TJ,African American or Afro-Caribbean,NR,U.S.
26034056,Hoffmann TJ,African American or Afro-Caribbean,NR,U.S.
26034056,Hoffmann TJ,East Asian,NR,U.S.
26034056,Hoffmann TJ,Hispanic or Latin American,NR,U.S.
26030142,Van Driest SL,European,NR,U.S.
26030142,Van Driest SL,European,NR,U.S.
26029870,Ye Z,East Asian,NR,China
26029870,Ye Z,East Asian,NR,China
26030696,Cho MH,European,NR,NR
26030696,Cho MH,NA,NR,U.S.
26030696,Cho MH,European,NR,Norway
26030696,Cho MH,African American or Afro-Caribbean,NR,U.S.
26024889,Qayyum R,African American or Afro-Caribbean,NR,U.S.
26024889,Qayyum R,African American or Afro-Caribbean,NR,U.S.
26024889,Qayyum R,European,NR,NA
26025379,Ng E,European,NR,Sweden
26025379,Ng E,NA,NR,NA
26058915,Tin A,African American or Afro-Caribbean,NR,U.S.
26058915,Tin A,African American or Afro-Caribbean,NR,U.S.
26025379,Ng E,European,NR,Sweden
26025379,Ng E,European,NR,Sweden
26025379,Ng E,European,NR,Sweden
26025379,Ng E,NA,NR,Sweden
26025379,NA,European,NR,Sweden
26025379,Ng E,European,NR,NA
26025379,Ng E,European,NR,Sweden
26025379,Ng E,European,NA,Sweden
26025379,Ng E,European,NR,Sweden
26014426,Ruth KS,European,NR,U.K.
26025128,Park HW,European,NR,NR
26007630,Swaminathan B,European,NR,"Sweden, Iceland, Norway"
26007630,Swaminathan B,European,NR,"Sweden, Denmark"
26015512,Komatsu M,East Asian,NR,"China, Japan"
26015512,Komatsu M,European,NR,U.S.
26015512,Komatsu M,Sub-Saharan African,NR,"Nigeria, Niger"
26015512,Komatsu M,African unspecified,NR,U.S.
26007630,Swaminathan B,NA,NR,"Sweden, Iceland, Norway"
26007630,Swaminathan B,European,NR,"Sweden, Denmark"
26015512,NA,East Asian,NR,Japan
25990418,Al-Tassan NA,European,NR,"U.S., Australia, Canada, U.K."
25993607,de Moor MH,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Germany, U.K., Croatia, Estonia"
25993607,de Moor MH,NA,NR,U.K.
25987243,Parham LR,European,NA,NR
25987243,Parham LR,East Asian,NR,NR
25987243,Parham LR,NR,NR,NR
25987507,Minica CC,European,NA,NR
25987507,Minica CC,European,NR,NR
25985088,Oguchi T,NA,NR,Japan
25988933,Almli LM,African American or Afro-Caribbean,NR,NA
25988933,Almli LM,Other,NA,U.S.
25988933,Almli LM,European,NR,U.S.
25988933,Almli LM,African unspecified,NR,U.S.
25988933,NA,Asian unspecified,NR,U.S.
25988933,Almli LM,Hispanic or Latin American,NR,U.S.
25987655,Fernandez CA,"European, Hispanic or Latin American, African unspecified, Asian unspecified, Other",NR,NR
25987655,Fernandez CA,"European, Hispanic or Latin American, African unspecified, Asian unspecified, Other",NR,NR
25986216,Toyoda H,East Asian,NR,Japan
25986216,NA,East Asian,NR,Japan
25914168,Esposito F,NR,NR,U.S.
25914168,Esposito F,European,NR,Italy
25914168,Esposito F,European,NR,"Italy, France"
25972035,Vinayagamoorthy N,East Asian,NR,Republic of Korea
25972035,Vinayagamoorthy N,East Asian,NA,Republic of Korea
25967671,Li C,East Asian,NR,China
25967671,Li C,East Asian,NR,China
25972531,Carter TC,European,NR,Republic of Ireland
25972531,Carter TC,European,NR,Republic of Ireland
25972531,Carter TC,European,NR,Republic of Ireland
25963972,Liu F,European,NR,NA
25963972,Liu F,NA,NR,U.K.
25963972,Liu F,NA,NR,"Australia, Netherlands"
25963972,Liu F,European,NR,U.K.
25963331,Hatzimanolis A,NA,NR,Greece
25963331,Hatzimanolis A,European,NA,Greece
25964295,Khan S,European,NR,NA
25964295,Khan S,European,NR,"Germany, U.K."
25961943,Surakka I,NA,NR,"Finland, Sweden, Iceland, Netherlands, Germany, U.K., Estonia, NR"
25961943,Surakka I,NA,NA,"Finland, Sweden, Iceland, Netherlands, Germany, U.K., Estonia, NR"
25961943,Surakka I,European,NR,"Finland, Sweden, Iceland, Netherlands, Germany, U.K., Estonia, NR"
25963547,Wilson CL,"NR, European, African unspecified",NR,U.S.
25961943,Surakka I,European,NR,"Finland, Sweden, Iceland, Netherlands, Germany, U.K., Estonia"
25963547,NA,"NR, European, African unspecified",NR,U.S.
25964295,Khan S,European,NR,"Finland, U.K."
25964295,Khan S,European,NR,"Germany, U.K."
25964295,NA,European,NR,"Finland, U.K."
25964295,Khan S,European,NR,"Germany, U.K."
25956309,Palomba G,NA,Italy,Italy
25956309,NA,European,Italy,Italy
25953783,Warrington NM,NR,NR,NR
25953783,Warrington NM,European,NR,Finland
25953783,Warrington NM,NR,NR,NR
25953783,Warrington NM,European,NR,Finland
25948407,Kertai MD,NA,NR,NA
25948407,Kertai MD,European,NR,U.S.
25939698,Tsoi LC,European,NR,NR
25939698,Tsoi LC,European,NR,NR
25939698,NA,NR,NR,NR
25944848,Athanasiu L,European,NA,NA
25944848,NA,NA,NA,NA
25944848,Athanasiu L,European,NR,Norway
25939597,Berndt SI,European,NR,U.S.
25939597,Berndt SI,European,NR,NR
25944848,Athanasiu L,European,NR,Norway
25939597,Berndt SI,European,NR,U.S.
25939597,Berndt SI,European,NR,NR
25827949,Kunz M,European,NR,Germany
25827949,Kunz M,European,NR,Finland
25935875,Varenhorst C,European,NR,NR
25935875,Varenhorst C,European,NR,NA
25935875,Varenhorst C,"African unspecified, Asian unspecified",NR,NR
25935875,Varenhorst C,"African unspecified, Asian unspecified",NR,NR
25935875,Varenhorst C,European,NA,NR
25935875,Varenhorst C,European,NA,NR
25935875,Varenhorst C,"African unspecified, Asian unspecified",NR,NR
25935875,Varenhorst C,"African unspecified, Asian unspecified",NR,NR
25934476,de Vries PS,European,NR,Netherlands
25934476,de Vries PS,European,NR,Netherlands
25676789,Wen CC,European,NR,NR
25676789,Wen CC,East Asian,NR,NR
25676789,Wen CC,African American or Afro-Caribbean,NR,NR
25676789,NA,Hispanic or Latin American,NR,NR
25676789,Wen CC,NR,NR,NR
25935106,Kim KW,East Asian,NR,Republic of Korea
25802187,Jiang DK,East Asian,NR,China
25802187,Jiang DK,East Asian,NR,China
25918995,Salvatore JE,European,NR,U.S.
25918995,Salvatore JE,European,NR,U.S.
25918841,Sanchez-Juan P,European,NR,"Netherlands, Germany, U.K."
25918841,Sanchez-Juan P,European,NR,"Australia, Italy, Netherlands, Germany, Spain, Austria, France"
25936594,Tomer Y,European,NR,NR
25936594,Tomer Y,European,NR,NR
25918132,Yucesoy B,NA,NR,"Canada, Spain"
25855579,Mancikova V,European,NR,Spain
25855579,Mancikova V,European,NR,"Italy, Spain"
25898920,Korostishevsky M,European,NR,U.K.
25897834,Biernacka JM,European,NR,"U.S., Germany"
25897834,Biernacka JM,Asian unspecified,NR,"China, Thailand, Japan"
25897834,Biernacka JM,"NR, European",NR,NR
25898129,Shim H,European,NR,NR
25898129,Shim H,European,NR,NA
25897833,Thompson AG,NR,NR,U.K.
25897833,NA,NR,NR,U.K.
25897833,NA,NR,NA,U.K.
25897833,Thompson AG,NR,NR,NA
25897833,Thompson AG,NR,NR,U.K.
25897833,Thompson AG,NR,NR,U.K.
25898129,Shim H,European,NR,NR
25898129,Shim H,NA,NR,NR
25896534,Julia A,European,Spain,Spain
25896534,Julia A,European,Spain,NA
25890600,Guo Q,European,NR,"Finland, Sweden, U.S., Australia, Netherlands, Canada, Belgium, Germany, U.K., Republic of Ireland, Denmark"
25886283,Chang X,European,NR,U.S.
25886283,Chang X,African American or Afro-Caribbean,NA,U.S.
25896417,Nakada TA,European,NR,NR
25886283,Chang X,European,NR,U.S.
25886283,Chang X,African American or Afro-Caribbean,NR,U.S.
25896417,Nakada TA,European,NR,NR
25898001,Dong C,Hispanic or Latin American,NR,U.S.
25898001,Dong C,NA,NR,U.S.
25898001,Dong C,African American or Afro-Caribbean,NR,U.S.
25877299,NA,European,NR,"Sweden, Norway"
25877299,Kristiansen W,NA,NR,"Sweden, Norway"
25888059,NA,East Asian,NR,Republic of Korea
25888059,Cha S,NA,NR,Republic of Korea
25888059,NA,East Asian,NA,Republic of Korea
25888059,Cha S,East Asian,NR,NA
25888059,Cha S,East Asian,NA,Republic of Korea
25888059,Cha S,East Asian,NA,Republic of Korea
25888059,NA,NA,NR,Republic of Korea
25888059,Cha S,East Asian,NR,Republic of Korea
25869804,NA,European,NR,"U.S., Iceland, Netherlands, U.K., Croatia, Austria, Republic of Ireland"
25869804,NA,European,NR,"Finland, U.S., Australia, Italy, Germany, U.K., France"
25869804,Ibrahim-Verbaas CA,African American or Afro-Caribbean,NR,U.S.
25869804,Ibrahim-Verbaas CA,NA,NA,NA
25869804,Ibrahim-Verbaas CA,European,NR,"Finland, U.S., Australia, Italy, Germany, U.K., France"
25869804,Ibrahim-Verbaas CA,African American or Afro-Caribbean,NR,U.S.
25867717,Song N,East Asian,NR,Republic of Korea
25867717,Song N,East Asian,NR,Republic of Korea
25918517,Yashin AI,NR,NR,NR
25918517,Yashin AI,NR,NA,NA
25875332,Zayats T,European,NR,Norway
25875332,Zayats T,NR,NR,NR
25865352,Schaarschmidt H,European,NR,NA
25865352,Schaarschmidt H,European,NR,Germany
25862617,Zhang Y,East Asian,NR,"China, China, Hong Kong SAR"
25862617,Zhang Y,East Asian,NR,NA
25862617,Zhang Y,NA,NR,Thailand
25855136,Stacey SN,European,NR,"Spain, Denmark"
25855136,Stacey SN,European,NR,Iceland
25855136,Stacey SN,"NR, European",NR,"Romania, Hungary, Slovakia"
25865494,Chan Y,African American or Afro-Caribbean,NA,U.S.
25865494,Chan Y,European,NA,"U.S., U.K."
25848760,Sun Y,East Asian,NR,China
25848760,Sun Y,East Asian,NR,China
25849990,NA,European,NA,U.K.
25849990,Tapper W,NA,NR,U.K.
25849990,NA,European,NR,"Italy, Greece, Germany, Austria"
25839716,Ng E,European,NR,Sweden
25643325,Renton AE,European,NA,NR
25643325,Renton AE,European,NR,Italy
25751625,Michailidou K,NA,NR,"Canada, U.S., Australia, Germany, Netherlands, Poland, Finland, Sweden, U.K., NR"
25751625,Michailidou K,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Belarus, Poland, Denmark, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain"
25751624,Onengut-Gumuscu S,European,NR,NR
25813999,NA,European,NR,U.S.
25813999,Jeong S,NA,NR,U.S.
25823687,Cao S,East Asian,NR,China
25823687,Cao S,East Asian,NR,China
25823570,Miyake M,NR,NR,Japan
25823570,Miyake M,East Asian,NR,"Singapore, China, Japan, China, Hong Kong SAR"
25823570,Miyake M,European,NR,"Australia, U.K., Croatia"
25823570,Miyake M,East Asian,NR,NA
25823570,Miyake M,East Asian,NR,Japan
25826619,Henrion MY,NA,NR,"U.S., U.K."
25826619,Henrion MY,European,NR,NR
25820613,NA,NR,NR,"Australia, U.K."
25811787,Huffman JE,European,NR,NR
25817017,Carmona FD,European,NR,"Canada, U.S., Germany, Norway, U.K., Italy, Spain"
25811787,Huffman JE,European,NA,NR
25811787,Huffman JE,European,NR,NR
25811787,Huffman JE,European,NR,NR
25811787,Huffman JE,European,NR,NR
25811787,Huffman JE,European,NR,NR
25799145,Kappen JH,Other,NR,NA
25799145,Kappen JH,Asian unspecified,NR,Netherlands
25799145,Kappen JH,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Israel, Netherlands"
25799145,Kappen JH,NR,NR,"Israel, Netherlands, Turkey"
25799145,Kappen JH,NA,NR,Netherlands
25799145,Kappen JH,European,NR,"Netherlands, U.K."
25799145,Kappen JH,South East Asian,NR,Netherlands
25799145,Kappen JH,East Asian,NR,Netherlands
25799145,Kappen JH,European,NR,NR
25799145,Kappen JH,NA,NR,NA
25799145,Kappen JH,Asian unspecified,NR,Netherlands
25799145,Kappen JH,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NA
25799145,Kappen JH,NR,NA,"Israel, Netherlands, Turkey"
25799145,Kappen JH,Hispanic or Latin American,NR,Netherlands
25799145,Kappen JH,European,NA,"Netherlands, U.K."
25799145,Kappen JH,South East Asian,NR,Netherlands
25799145,Kappen JH,East Asian,NR,Netherlands
25799145,Kappen JH,Other,NR,NR
25798622,Knowles JW,European,NR,Sweden
25798622,Knowles JW,Hispanic or Latin American,Mexico,U.S.
25798622,NA,European,NR,U.S.
25866641,Xu W,European,NR,Canada
25866641,NA,European,NR,Canada
25866641,Xu W,European,NR,Canada
25784220,Sharma S,European,NR,U.S.
25784220,Sharma S,"NR, European, Hispanic or Latin American, African unspecified",NR,NA
25784220,Sharma S,East Asian,NR,Japan
25784220,Sharma S,NA,NR,U.S.
25786224,Johnson EO,African American or Afro-Caribbean,NR,U.S.
25786224,Johnson EO,European,NR,U.S.
25786224,Johnson EO,African American or Afro-Caribbean,NR,U.S.
25786224,Johnson EO,European,NR,U.S.
25778476,Jun G,NR,NR,NR
25778476,Jun G,European,NR,NR
25778476,Jun G,NR,NR,NR
25778476,Jun G,European,NR,NA
25778476,Jun G,NR,NR,NR
25778476,Jun G,European,NR,NR
25781172,Avramopoulos D,Other,NR,U.S.
25781442,Nan H,European,NR,"U.S., Australia, Canada, Germany"
25781172,Avramopoulos D,Other,NR,U.S.
25775280,Sun Y,East Asian,NR,China
25775280,Sun Y,East Asian,NR,China
25774636,Curtis J,Sub-Saharan African,NR,NA
25774636,Curtis J,European,NR,Russian Federation
25774636,Curtis J,Other,NR,Russian Federation
25827505,Swaminathan S,European,NR,U.S.
25827505,Swaminathan S,African American or Afro-Caribbean,NR,U.S.
25827505,Swaminathan S,European,NR,U.S.
25772935,Germain M,European,NR,"U.S., Netherlands, France"
25772935,Germain M,European,NR,France
25763902,Draaken M,European,NR,NR
25758996,Pirastu N,European,NR,Italy
25758996,Pirastu N,European,NR,Netherlands
25758996,Pirastu N,Other,NR,"Kazakhstan, Georgia, Azerbaijan, Tajikistan, Armenia, Uzbekistan"
25758996,Pirastu N,European,NR,NA
25758996,Pirastu N,European,NR,Netherlands
25758996,Pirastu N,Other,NA,"Kazakhstan, Georgia, Azerbaijan, Tajikistan, Armenia, Uzbekistan"
25760438,Anderson D,Aboriginal Australian,NR,Australia
25760438,Anderson D,Aboriginal Australian,NR,Australia
25758998,Rubicz R,Hispanic or Latin American,NR,U.S.
25742292,Aschebrook-Kilfoy B,South Asian,NR,Bangladesh
25742292,Aschebrook-Kilfoy B,NA,NR,Bangladesh
25742292,Aschebrook-Kilfoy B,South Asian,NR,Bangladesh
25562107,Israel E,European,NR,NR
25562107,Israel E,European,NR,NR
25337690,NA,European,NR,"Belgium, Germany"
25337690,Redler S,European,NR,NA
25101718,Lee JH,European,NR,NA
25101718,NA,African American or Afro-Caribbean,NR,U.S.
25101718,Lee JH,European,NR,NR
25101718,Lee JH,African American or Afro-Caribbean,NR,U.S.
25101718,Lee JH,European,NR,NA
25101718,Lee JH,African American or Afro-Caribbean,NR,U.S.
25517131,Dijkstra AE,NR,NR,Netherlands
25517131,Dijkstra AE,NA,NR,NR
25881214,Shah AA,European,NA,U.S.
25710658,Diouf B,European,NR,U.S.
25710658,Diouf B,African unspecified,NA,U.S.
25710658,Diouf B,Asian unspecified,NR,U.S.
25710658,Diouf B,Hispanic or Latin American,NA,U.S.
25710658,Diouf B,NR,NR,U.S.
25710614,Hong X,European,NR,U.S.
25710614,Hong X,European,NA,U.S.
25710614,Hong X,European,NA,U.S.
25710614,Hong X,European,NR,U.S.
25710614,Hong X,European,NA,U.S.
25710614,Hong X,NA,NR,U.S.
25713168,Leng S,European,NR,U.S.
25713168,Leng S,European,NR,U.S.
25705849,Jacobs LC,European,NR,Netherlands
25706626,Aung T,East Asian,NA,Japan
25706626,Aung T,East Asian,NR,"Singapore, China, Japan"
25706626,Aung T,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Iran (Islamic Republic of), Saudi Arabia"
25706626,Aung T,NA,NR,"U.S., Poland, Australia, Italy, Russian Federation, Greece, Germany"
25706626,Aung T,NA,NR,Turkey
25706626,Aung T,Hispanic or Latin American,NR,"Argentina, Mexico"
25706626,Aung T,Sub-Saharan African,NA,NR
25706626,Aung T,South Asian,NR,India
25706626,Aung T,Other,NR,China
25695618,NA,European,NR,Italy
25695618,Chittani M,European,NR,"Sweden, U.S., Norway"
25673412,Shungin D,European,NR,NA
25673412,Shungin D,NA,NR,NR
25673412,Shungin D,NA,NR,NR
25673412,Shungin D,African American or Afro-Caribbean,NR,U.S.
25673412,Shungin D,Asian unspecified,NR,NR
25673412,Shungin D,South Asian,NR,NR
25673412,Shungin D,European,NR,"Canada, Germany"
25673412,Shungin D,African unspecified,NA,NR
25673412,Shungin D,European,NR,NR
25673412,Shungin D,African American or Afro-Caribbean,NR,U.S.
25673412,Shungin D,Asian unspecified,NR,NR
25673412,Shungin D,South Asian,NR,NR
25673412,Shungin D,European,NR,"Canada, Germany"
25673412,Shungin D,NA,NR,NR
25673412,Shungin D,European,NR,NR
25673412,Shungin D,African American or Afro-Caribbean,NR,U.S.
25673412,Shungin D,NA,NR,NR
25673412,Shungin D,South Asian,NR,NR
25673412,Shungin D,European,NR,"Canada, Germany"
25673412,Shungin D,African unspecified,NR,NR
25673412,Shungin D,European,NR,NR
25673412,Shungin D,African American or Afro-Caribbean,NR,U.S.
25673412,NA,Asian unspecified,NR,NR
25673412,NA,South Asian,NR,NR
25673412,Shungin D,European,NR,"Canada, Germany"
25673412,Shungin D,African unspecified,NR,NR
25673412,Shungin D,European,NA,NR
25673412,NA,African American or Afro-Caribbean,NR,U.S.
25673412,Shungin D,Asian unspecified,NR,NR
25673412,Shungin D,NA,NR,NR
25673412,Shungin D,European,NR,"Canada, Germany"
25673412,Shungin D,African unspecified,NR,NR
25673412,Shungin D,European,NR,NR
25673412,NA,African American or Afro-Caribbean,NR,U.S.
25673412,NA,NA,NA,NR
25673412,Shungin D,South Asian,NR,NR
25673413,Locke AE,European,NR,NR
25673413,Locke AE,European,NR,NR
25673413,NA,NR,NR,NR
25673413,Locke AE,African American or Afro-Caribbean,NR,U.S.
25673413,Locke AE,NA,NR,NR
25673413,Locke AE,African American or Afro-Caribbean,NR,NA
25673413,Locke AE,Hispanic or Latin American,NR,NR
25673413,Locke AE,Asian unspecified,NR,NR
25672891,NA,East Asian,NR,Japan
25672891,Shimizu S,East Asian,NR,Japan
25665007,Xu H,European,NR,U.S.
25665007,Xu H,NR,NR,U.S.
25665007,Xu H,"NR, African American or Afro-Caribbean",NR,U.S.
25672763,Ueta M,East Asian,NR,Japan
25672763,Ueta M,East Asian,NR,NA
25672763,Ueta M,South Asian,NA,India
25672763,Ueta M,Hispanic or Latin American,NR,Brazil
25663231,Beecham GW,European,NR,NR
25656473,NA,European,NR,U.S.
25722978,Borghese B,European,NR,NR
25722978,NA,European,NR,NR
25649651,Wang X,NR,NR,NR
25644384,Davies G,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Netherlands, Germany, U.K., Croatia, Austria, France, Republic of Ireland, Norway"
25646370,Matsuo H,East Asian,NR,Japan
25646370,Matsuo H,East Asian,NR,Japan
25642632,Liu H,East Asian,NR,China
25642632,Liu H,NA,NR,China
25461247,Lehmann DS,European,NR,NR
25461247,Lehmann DS,African unspecified,NR,NR
25461247,Lehmann DS,Hispanic or Latin American,NR,NR
25461247,Lehmann DS,European,NR,NR
25461247,Lehmann DS,African unspecified,NR,NR
25461247,Lehmann DS,Hispanic or Latin American,NR,NR
25637336,Chan JP,European,NR,Australia
25637336,Chan JP,European,NR,Australia
25637581,Derringer J,European,NR,U.S.
25637581,Derringer J,Hispanic or Latin American,NR,U.S.
25637581,Derringer J,African unspecified,NR,U.S.
25637581,Derringer J,Native American,NR,NA
25637581,NA,NA,NR,U.S.
25637581,Derringer J,NR,NR,U.S.
25637581,Derringer J,European,NR,NR
25637523,Springelkamp H,NR,NR,NA
25637523,Springelkamp H,NR,NR,"Australia, Netherlands"
25629512,Cheng CY,East Asian,NR,"Singapore, China, Japan, China, Hong Kong SAR"
25629512,Cheng CY,East Asian,NR,"Republic of Korea, China, Japan"
25631615,Springelkamp H,European,NR,"Australia, Netherlands, Germany, U.K."
25631615,Springelkamp H,East Asian,NR,"Singapore, China"
25631615,Springelkamp H,South East Asian,NR,Singapore
25631615,Springelkamp H,South Asian,NR,Singapore
25631615,Springelkamp H,European,NR,"Australia, Netherlands, Germany, U.K."
25631615,Springelkamp H,East Asian,NR,"Singapore, China"
25631615,Springelkamp H,South East Asian,NR,Singapore
25631615,Springelkamp H,South Asian,NR,NA
25631615,Springelkamp H,European,NA,"Australia, Netherlands, Germany, U.K."
25631615,Springelkamp H,East Asian,NR,"Singapore, China"
25631615,Springelkamp H,South East Asian,NR,Singapore
25631615,Springelkamp H,South Asian,NR,Singapore
25631615,Springelkamp H,European,NR,"Australia, Netherlands, Germany, U.K."
25631615,Springelkamp H,East Asian,NR,"Singapore, China"
25631615,NA,South East Asian,NR,Singapore
25631615,Springelkamp H,South Asian,NA,Singapore
25625606,Mather KA,European,NR,Australia
25625606,Mather KA,European,NA,Australia
25628336,Hromatka BS,NA,NR,NR
25616667,Goris A,NR,NR,"U.S., Belgium"
25616667,Goris A,"NR, European",NR,"Sweden, Australia, Italy, Belgium, Germany, Spain, Norway, Denmark"
25616667,Goris A,European,NR,"Sweden, Italy, Germany, Spain, Norway, Denmark"
25608926,Betz RC,European,NR,"U.S., Belgium, Germany"
25608926,Betz RC,European,NA,"U.S., Belgium, Germany"
25616667,Goris A,NR,NR,Belgium
25616667,Goris A,"NR, European",NR,"Sweden, Australia, Italy, Belgium, Germany, Spain, Norway, Denmark"
25616667,Goris A,European,NR,"Sweden, Italy, Germany, Denmark"
25607358,NA,European,NR,NR
25607358,Hibar DP,European,NR,NR
25607358,Hibar DP,East Asian,NR,NR
25607358,Hibar DP,Hispanic or Latin American,NR,U.S.
25649181,Noordam R,NR,NR,NA
25601762,Wang Y,NR,NR,NR
25601762,Wang Y,NR,NR,NR
25604533,Renauer PA,Other,NR,Turkey
25604533,Renauer PA,European,NR,U.S.
25599974,NA,"African American or Afro-Caribbean, European, Hispanic or Latin American, Other",NR,U.S.
25599974,NA,"African American or Afro-Caribbean, European, Hispanic or Latin American, Other",NR,U.S.
25599974,Zhang H,"African American or Afro-Caribbean, European, Hispanic or Latin American, Other",NR,U.S.
25599974,Zhang H,European,NR,U.S.
25599974,Zhang H,African American or Afro-Caribbean,NR,U.S.
25599974,Zhang H,Hispanic or Latin American,NR,U.S.
25599974,Zhang H,Other,NR,U.S.
25644374,NA,European,NR,"U.S., Canada, Germany"
25584925,Chen W,Hispanic or Latin American,Costa Rica,NA
25584925,Chen W,Hispanic or Latin American,NR,U.S.
25628645,Tong Y,African American or Afro-Caribbean,NR,U.S.
25628645,Tong Y,European,NR,U.S.
25628645,NA,East Asian,NR,U.S.
25581431,Kuchenbaecker KB,European,NR,NA
25581431,Kuchenbaecker KB,European,NR,NR
25583994,Tardif JC,European,NR,Netherlands
25575512,Lu W,Other,NR,U.S.
25884002,NA,"European, Hispanic or Latin American, African unspecified",NA,NR
25884002,Moore CB,"European, Hispanic or Latin American, African unspecified",NR,NR
25884002,Moore CB,NA,NR,NR
25569183,Vijai J,NA,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Canada, U.K., Spain, New Zealand, France, Norway, Denmark"
25569183,Vijai J,European,NR,NA
25574825,Baurecht H,European,NR,"U.S., Germany, U.K."
25574825,Baurecht H,European,NR,"Germany, Republic of Ireland"
25566987,Hosgood HD 3rd,Asian unspecified,NR,China
25574825,Baurecht H,European,NR,"U.S., Germany, U.K., Republic of Ireland"
25574032,Lee H,East Asian,NR,Republic of Korea
25574032,Lee H,NA,NR,Republic of Korea
25561047,Musani SK,African unspecified,NR,U.S.
25824743,Haryono SJ,Asian unspecified,NR,Indonesia
25552591,Lieb W,European,NR,NA
25552591,Lieb W,European,NR,Germany
25705162,Oh JH,East Asian,NR,Republic of Korea
25705162,Oh JH,East Asian,NA,Republic of Korea
25705159,Hong Y,East Asian,NR,Republic of Korea
25705158,Shim U,East Asian,NR,Republic of Korea
25557950,Alonso A,European,Spain,Spain
25557950,Alonso A,NA,NR,Spain
25551457,Baumert J,European,NR,NA
25533513,NA,NR,NR,NR
25526632,Rafiq S,NA,NR,"Finland, U.K."
25526632,Rafiq S,European,NR,U.K.
25524916,Palmer ND,Hispanic or Latin American,NA,U.S.
25521368,Tonjes A,NA,NR,"Finland, Germany"
25521368,Tonjes A,NR,NR,NR
25533491,Rautanen A,European,NR,U.K.
25533491,NA,European,NR,U.K.
25514360,Hansel NN,European,NR,U.S.
25524241,Richter HE,European,NR,NA
25524241,Richter HE,European,NR,NR
25503805,Karnes JH,European,NR,NR
25503805,Karnes JH,African American or Afro-Caribbean,NR,U.S.
25503805,Karnes JH,Other,NR,NR
25503805,Karnes JH,NR,NR,NA
25503805,Karnes JH,Hispanic or Latin American,NR,NR
25503805,Karnes JH,Asian unspecified,NR,NR
25503805,Karnes JH,European,NR,NR
25493955,Gorski M,European,NR,NR
25493955,NA,European,NR,NR
25646338,Mozaffarian D,European,NR,U.S.
25646338,Mozaffarian D,African American or Afro-Caribbean,NR,U.S.
25646338,Mozaffarian D,East Asian,NR,NA
25646338,Mozaffarian D,Hispanic or Latin American,NA,U.S.
25562672,Byrne EM,European,NR,Australia
25562672,Byrne EM,European,NR,U.S.
25483131,Ghassibe-Sabbagh M,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Lebanon
25476525,Germain M,European,NR,"Belgium, France"
25476525,Germain M,European,NR,Finland
25488688,Pino-Yanes M,Hispanic or Latin American,"Puerto Rico, Mexico","Puerto Rico, U.S."
25488688,Pino-Yanes M,Hispanic or Latin American,NA,"Puerto Rico, U.S., Mexico"
25475840,Colodro-Conde L,NR,NR,NR
25477429,Lieb W,European,NR,"Germany, France"
25500335,NA,NR,NR,U.S.
25468567,Perez-Andreu V,European,NR,U.S.
25468567,Perez-Andreu V,NA,NR,U.S.
25468567,Perez-Andreu V,Hispanic or Latin American,NR,U.S.
25468567,NA,European,NA,NR
25468567,Perez-Andreu V,NA,NR,U.S.
25468567,Perez-Andreu V,Hispanic or Latin American,NR,NR
25468567,NA,Other,NR,NR
25468567,Perez-Andreu V,Other,NR,NR
25469926,Gottlieb DJ,European,NR,"Finland, U.S., Australia, Italy, Netherlands, Canada, Germany, U.K."
25469926,Gottlieb DJ,African American or Afro-Caribbean,NR,U.S.
25387706,Vaidyanathan U,European,NR,U.S.
25387708,Vaidyanathan U,European,NR,U.S.
25387707,Vaidyanathan U,European,NR,U.S.
25436638,Malinowski JR,European,NR,U.S.
25436638,NA,African American or Afro-Caribbean,NR,U.S.
